"date","open","high","low","close","volume"
"26/10/2020","2695","2709.800048828125","2671.699951171875","2687.64990234375","72725"
"23/10/2020","2684","2706.050048828125","2670.550048828125","2686.449951171875","69850"
"22/10/2020","2666.800048828125","2687.25","2638.550048828125","2670.800048828125","151372"
"21/10/2020","2739","2749.60009765625","2663.10009765625","2675.449951171875","109319"
"20/10/2020","2722","2760","2720","2738.39990234375","56441"
"19/10/2020","2777","2777","2706.60009765625","2711.449951171875","90310"
"16/10/2020","2751","2771.199951171875","2733.449951171875","2762.5","64823"
"15/10/2020","2810.10009765625","2827","2727","2738.699951171875","589029"
"14/10/2020","2840.14990234375","2840.14990234375","2788.949951171875","2809.800048828125","86667"
"13/10/2020","2845","2855","2813.25","2825.64990234375","149828"
"12/10/2020","2818.89990234375","2853.64990234375","2802","2831.199951171875","191337"
"09/10/2020","2823","2828.75","2781","2814.949951171875","186388"
"08/10/2020","2825","2885","2800","2824.800048828125","692625"
"07/10/2020","2738","2769","2703","2737.39990234375","277896"
"06/10/2020","2736","2736","2649.35009765625","2716.14990234375","330035"
"05/10/2020","2610","2727","2604","2706.85009765625","473381"
"01/10/2020","2509.800048828125","2539","2492","2522.75","55334"
"30/09/2020","2495","2505.050048828125","2459.25","2491.5","438317"
"29/09/2020","2439","2512","2434","2487.25","192086"
"28/09/2020","2435","2442.800048828125","2365.85009765625","2425.35009765625","158816"
"25/09/2020","2370","2439.800048828125","2350.050048828125","2422.300048828125","236610"
"24/09/2020","2450","2450","2302.5","2331.5","189137"
"23/09/2020","2510","2517","2410","2467.14990234375","238132"
"22/09/2020","2484.800048828125","2554","2458.449951171875","2523.550048828125","264321"
"21/09/2020","2460","2505","2453.60009765625","2464.60009765625","127699"
"18/09/2020","2480","2501","2435.75","2450.75","57975"
"17/09/2020","2487","2495","2452.60009765625","2460.050048828125","83371"
"16/09/2020","2490","2507.10009765625","2478.5","2502.64990234375","100286"
"15/09/2020","2487.5","2538","2459.89990234375","2490.25","437465"
"14/09/2020","2377","2504.199951171875","2377","2492.300048828125","191774"
"11/09/2020","2348","2382.64990234375","2331","2373.699951171875","174945"
"10/09/2020","2329","2348.89990234375","2324.85009765625","2331.60009765625","79509"
"09/09/2020","2325","2359.14990234375","2320","2323.75","101324"
"08/09/2020","2330.5","2389.5","2326.60009765625","2348.949951171875","251949"
"07/09/2020","2288","2342","2283","2327.39990234375","182399"
"04/09/2020","2242","2323.5","2242","2289.75","153313"
"03/09/2020","2265.10009765625","2323.800048828125","2265.10009765625","2299.550048828125","109805"
"02/09/2020","2249","2268.35009765625","2242","2264.800048828125","408776"
"01/09/2020","2265","2278.10009765625","2241.5","2245.300048828125","54703"
"31/08/2020","2241","2275.85009765625","2228.300048828125","2256.35009765625","121315"
"28/08/2020","2265","2280","2234.5","2237.10009765625","75463"
"27/08/2020","2261.050048828125","2287","2242.35009765625","2247.89990234375","134823"
"26/08/2020","2245","2260","2217.050048828125","2254.64990234375","76925"
"25/08/2020","2250","2250","2235","2242.25","44505"
"24/08/2020","2248","2259.14990234375","2230","2247.949951171875","69290"
"21/08/2020","2254","2270.300048828125","2242","2248.199951171875","54539"
"20/08/2020","2257","2276","2240","2252","137977"
"19/08/2020","2273.89990234375","2283.949951171875","2253","2256.25","70011"
"18/08/2020","2264.800048828125","2288.5","2250","2269.39990234375","63828"
"17/08/2020","2255","2268.85009765625","2239","2252.050048828125","98833"
"14/08/2020","2274.39990234375","2281.25","2233.14990234375","2242.449951171875","98443"
"13/08/2020","2277.5","2299.449951171875","2250.5","2255.5","64899"
"12/08/2020","2281","2303.5","2247.199951171875","2256.699951171875","98143"
"11/08/2020","2285","2312.39990234375","2276.10009765625","2279.25","53937"
"10/08/2020","2310","2324.35009765625","2275.64990234375","2281.60009765625","50885"
"07/08/2020","2318.89990234375","2327","2287.800048828125","2294.949951171875","149776"
"06/08/2020","2271.10009765625","2317.75","2264.35009765625","2307.699951171875","136621"
"05/08/2020","2264.949951171875","2299.949951171875","2253.300048828125","2258.800048828125","227082"
"04/08/2020","2260","2269.300048828125","2226","2249.14990234375","98064"
"03/08/2020","2299","2302.449951171875","2232","2251.300048828125","216125"
"31/07/2020","2300.5","2335","2258.5","2282.449951171875","115665"
"30/07/2020","2292","2357.14990234375","2273.64990234375","2277.949951171875","209369"
"29/07/2020","2292","2342","2247","2275.050048828125","173540"
"28/07/2020","2214","2320","2214","2309.199951171875","345610"
"27/07/2020","2160","2215","2160","2205.800048828125","110937"
"24/07/2020","2158.800048828125","2162.10009765625","2125.85009765625","2157.050048828125","106972"
"23/07/2020","2190","2191","2162.449951171875","2170.75","63185"
"22/07/2020","2232.300048828125","2237","2185","2189.949951171875","128289"
"21/07/2020","2227","2240.699951171875","2202","2225.60009765625","133461"
"20/07/2020","2200","2226","2191.199951171875","2209.75","108192"
"17/07/2020","2255","2255","2190.10009765625","2201.35009765625","167683"
"16/07/2020","2264","2332","2220.949951171875","2233.64990234375","260133"
"15/07/2020","2183","2259.14990234375","2183","2233.550048828125","141346"
"14/07/2020","2217","2237.449951171875","2166.300048828125","2171.699951171875","105794"
"13/07/2020","2225","2244.5","2210.75","2219.550048828125","91299"
"10/07/2020","2200","2249.14990234375","2177.25","2221.64990234375","259682"
"09/07/2020","2225","2244.64990234375","2192.60009765625","2204.35009765625","119208"
"08/07/2020","2275","2275","2209.800048828125","2217.64990234375","107819"
"07/07/2020","2269","2301.85009765625","2232.75","2269.949951171875","192542"
"06/07/2020","2208.699951171875","2269","2206.25","2263.10009765625","1248594"
"03/07/2020","2160.050048828125","2203.14990234375","2160.050048828125","2199","129718"
"02/07/2020","2096.10009765625","2165","2096.10009765625","2158.35009765625","159176"
"01/07/2020","2085.050048828125","2113.64990234375","2081.550048828125","2092.550048828125","85048"
"30/06/2020","2090","2111","2075.85009765625","2082.199951171875","144796"
"29/06/2020","2114","2127","2091.800048828125","2101.85009765625","113144"
"26/06/2020","2025","2129.800048828125","2020","2115.60009765625","285133"
"25/06/2020","2027.25","2059.75","2008","2010.9000244140625","401416"
"24/06/2020","2037","2064","2033.75","2042.3499755859375","183408"
"23/06/2020","2017","2043.8499755859375","2010","2035.4000244140625","925309"
"22/06/2020","2045.050048828125","2050","2020","2028.300048828125","210773"
"19/06/2020","2046.9000244140625","2090","2032.199951171875","2047.050048828125","154262"
"18/06/2020","2035.050048828125","2059","2026","2036.800048828125","107922"
"17/06/2020","2042","2058.89990234375","2027.6500244140625","2047.75","1555595"
"16/06/2020","2061","2072.550048828125","2031","2044.949951171875","274912"
"15/06/2020","2040","2058","2000.5999755859375","2030.050048828125","70028"
"12/06/2020","2009","2049","2009","2038.699951171875","94325"
"11/06/2020","2102","2103.75","2062.5","2067.800048828125","80173"
"10/06/2020","2073","2132.050048828125","2073","2108.300048828125","183320"
"09/06/2020","2068.89990234375","2096.85009765625","2061.10009765625","2073.35009765625","72244"
"08/06/2020","2073","2095","2062.60009765625","2071.39990234375","248364"
"05/06/2020","2093.89990234375","2094.949951171875","2040.9000244140625","2048.10009765625","133484"
"04/06/2020","2045.3499755859375","2100","2045.3499755859375","2093.89990234375","115956"
"03/06/2020","2047.1500244140625","2064","2019.5999755859375","2045.3499755859375","96580"
"02/06/2020","2054.89990234375","2081","2040","2046.9000244140625","74927"
"01/06/2020","1995","2060","1982","2044.6500244140625","129607"
"29/05/2020","1995","2002.3499755859375","1962.9000244140625","1971.550048828125","222964"
"28/05/2020","1996.699951171875","2013","1971.25","2005.199951171875","110455"
"27/05/2020","1956.0999755859375","2010","1941.199951171875","2005.0999755859375","85566"
"26/05/2020","2020","2022","1925","1943.3499755859375","111751"
"22/05/2020","1973","2030","1966","2018.949951171875","84400"
"21/05/2020","1952.800048828125","1997","1942.050048828125","1991.550048828125","73577"
"20/05/2020","1945.199951171875","1963.0999755859375","1932.800048828125","1952.449951171875","68859"
"19/05/2020","1869.5","1965.800048828125","1869.5","1948.25","547420"
"18/05/2020","1901","1949.449951171875","1873.5999755859375","1944.8499755859375","97858"
"15/05/2020","1908","1919","1867","1893.300048828125","72171"
"14/05/2020","1922","1922.4000244140625","1892","1900.800048828125","67890"
"13/05/2020","1999","1999","1926.300048828125","1949.449951171875","63153"
"12/05/2020","1928","1957.199951171875","1911.3499755859375","1948.949951171875","97123"
"11/05/2020","1920","1952.0999755859375","1909.8499755859375","1935.300048828125","212252"
"08/05/2020","1945","1945","1887","1893.5","64653"
"07/05/2020","1917","1934.75","1886.300048828125","1891.25","86388"
"06/05/2020","1935","1953.300048828125","1895.050048828125","1904.25","84763"
"05/05/2020","1960","1976","1926.1500244140625","1931.5","67646"
"04/05/2020","1960","1965","1914.050048828125","1929.1500244140625","117290"
"30/04/2020","1963","2030","1943","2014.8499755859375","146238"
"29/04/2020","1872.3499755859375","1911.300048828125","1851","1905.199951171875","138273"
"28/04/2020","1866.5","1867","1833","1859.4000244140625","56291"
"27/04/2020","1830.0999755859375","1875","1825.949951171875","1837.300048828125","82109"
"24/04/2020","1840.0999755859375","1851.5999755859375","1807.5","1818.300048828125","93384"
"23/04/2020","1786","1891.699951171875","1768.050048828125","1876.9000244140625","453645"
"22/04/2020","1746","1789.0999755859375","1720.3499755859375","1771.199951171875","103696"
"21/04/2020","1775","1794","1728.75","1737.25","149222"
"20/04/2020","1827","1829","1803","1818.800048828125","101688"
"17/04/2020","1800","1851.8499755859375","1752.800048828125","1806.800048828125","309427"
"16/04/2020","1701","1762.9000244140625","1677.5999755859375","1715.5999755859375","240124"
"15/04/2020","1770","1812.25","1728.9000244140625","1734.449951171875","150148"
"13/04/2020","1769.800048828125","1786","1747","1758.4000244140625","72307"
"09/04/2020","1745","1778.449951171875","1733","1765.9000244140625","126479"
"08/04/2020","1760","1805","1701","1705.5999755859375","159832"
"07/04/2020","1703.300048828125","1785","1703.300048828125","1775.050048828125","167673"
"03/04/2020","1731.300048828125","1740","1650","1654.4000244140625","170043"
"01/04/2020","1830","1834","1702.25","1709.550048828125","212968"
"31/03/2020","1826","1856","1780","1823.050048828125","133416"
"30/03/2020","1769","1907","1763.3499755859375","1776.1500244140625","1324734"
"27/03/2020","1839","1850","1752","1818.5999755859375","197136"
"26/03/2020","1815","1880.9000244140625","1723","1806.699951171875","143192"
"25/03/2020","1700","1810","1681","1752.199951171875","104880"
"24/03/2020","1740","1767.5999755859375","1652.050048828125","1702.8499755859375","156649"
"23/03/2020","1648.199951171875","1742.550048828125","1620","1662.6500244140625","173724"
"20/03/2020","1637","1867.949951171875","1627","1798","330779"
"19/03/2020","1581","1685.75","1547.300048828125","1636.0999755859375","244595"
"18/03/2020","1688","1712.3499755859375","1628","1650.949951171875","204763"
"17/03/2020","1725","1731","1623","1658.199951171875","239263"
"16/03/2020","1769","1843.3499755859375","1677","1698.050048828125","225552"
"13/03/2020","1690.6500244140625","1819","1504.4000244140625","1807.300048828125","364701"
"12/03/2020","1915","1915","1759.199951171875","1769.8499755859375","519323"
"11/03/2020","1955","1988.3499755859375","1923.5999755859375","1954.550048828125","461132"
"09/03/2020","2117.89990234375","2117.89990234375","2117.89990234375","2117.89990234375","0"
"06/03/2020","2125","2125","2073","2117.89990234375","55592"
"05/03/2020","2085","2147","2085","2124.89990234375","73872"
"04/03/2020","2045.5","2093","2026","2083.14990234375","83356"
"03/03/2020","2004","2060","2004","2038.9000244140625","68762"
"02/03/2020","2025.0999755859375","2054.60009765625","1985.699951171875","1999.9000244140625","103572"
"28/02/2020","2080","2080","1990.4000244140625","2000.949951171875","135017"
"27/02/2020","2140","2140","2086.85009765625","2103.89990234375","83108"
"26/02/2020","2156","2163.60009765625","2113.10009765625","2123.050048828125","51900"
"25/02/2020","2117","2176","2111.050048828125","2155.89990234375","52702"
"24/02/2020","2157","2178.949951171875","2106.64990234375","2116.300048828125","80671"
"20/02/2020","2215","2215","2152.050048828125","2156.300048828125","186124"
"19/02/2020","2215","2228.85009765625","2190.10009765625","2194.60009765625","58248"
"18/02/2020","2209.89990234375","2221.35009765625","2186.75","2215.300048828125","96139"
"17/02/2020","2199.89990234375","2216.14990234375","2190","2203.25","77670"
"14/02/2020","2181","2211.550048828125","2170.949951171875","2183.800048828125","58034"
"13/02/2020","2170","2197","2169.949951171875","2191.60009765625","73682"
"12/02/2020","2157","2184.800048828125","2152","2170.5","75247"
"11/02/2020","2164.89990234375","2174","2147","2151.64990234375","48006"
"10/02/2020","2136.699951171875","2166.949951171875","2119.800048828125","2162.35009765625","72009"
"07/02/2020","2142","2150.60009765625","2119","2136.699951171875","73624"
"06/02/2020","2155","2174.25","2116","2128.699951171875","541706"
"05/02/2020","2125","2158","2105.75","2145.25","115764"
"04/02/2020","2134.89990234375","2137.550048828125","2087.949951171875","2107.699951171875","116533"
"03/02/2020","2164","2193.949951171875","2093.75","2103.14990234375","162662"
"31/01/2020","2140","2145","2072.39990234375","2079.300048828125","116613"
"30/01/2020","2161","2165.449951171875","2125.5","2138.050048828125","78850"
"29/01/2020","2187.25","2187.60009765625","2148.64990234375","2152.699951171875","179971"
"28/01/2020","2172.300048828125","2187.14990234375","2153","2184.050048828125","158542"
"27/01/2020","2180","2193.449951171875","2165","2168.64990234375","69104"
"24/01/2020","2193.449951171875","2193.449951171875","2170.60009765625","2184.60009765625","84902"
"23/01/2020","2206.5","2217.199951171875","2182.39990234375","2193.449951171875","125220"
"22/01/2020","2175.5","2210.10009765625","2175.5","2206.5","90713"
"21/01/2020","2174.949951171875","2185","2160","2171.449951171875","43940"
"20/01/2020","2194","2241.64990234375","2156.699951171875","2170.25","214236"
"17/01/2020","2242","2254.199951171875","2213.050048828125","2218.050048828125","71372"
"16/01/2020","2225","2248.949951171875","2220.39990234375","2238.39990234375","61468"
"15/01/2020","2219","2231.550048828125","2195","2226.550048828125","52151"
"14/01/2020","2199","2229.75","2198.75","2207.199951171875","121577"
"13/01/2020","2221","2221","2185.199951171875","2191","109319"
"10/01/2020","2216","2233","2208","2213.85009765625","118682"
"09/01/2020","2251.050048828125","2251.050048828125","2210.449951171875","2216","102267"
"08/01/2020","2200","2259.949951171875","2200","2255.050048828125","109402"
"07/01/2020","2201","2214.800048828125","2184","2205.14990234375","44109"
"06/01/2020","2201","2226.39990234375","2188.300048828125","2200.14990234375","84845"
"03/01/2020","2169","2223","2162.550048828125","2200.39990234375","330173"
"02/01/2020","2173.10009765625","2177.89990234375","2150","2157.449951171875","56619"
"01/01/2020","2170","2183.35009765625","2154.25","2169.800048828125","36398"
"31/12/2019","2185.25","2196.800048828125","2158.300048828125","2161.300048828125","39005"
"30/12/2019","2202","2224.550048828125","2176.5","2182.89990234375","49371"
"27/12/2019","2210","2214.60009765625","2178.35009765625","2198.14990234375","60961"
"26/12/2019","2219","2227.89990234375","2197.10009765625","2201.050048828125","49606"
"24/12/2019","2244.949951171875","2244.949951171875","2210.89990234375","2215.050048828125","39616"
"23/12/2019","2217","2241.39990234375","2211.60009765625","2232.449951171875","53150"
"20/12/2019","2225","2246.14990234375","2209.39990234375","2222.550048828125","139678"
"19/12/2019","2165.14990234375","2235.85009765625","2165","2228.64990234375","170417"
"18/12/2019","2172","2203.60009765625","2152.35009765625","2167.25","189902"
"17/12/2019","2130","2169","2119.25","2165.64990234375","194169"
"16/12/2019","2095","2135.699951171875","2080.949951171875","2127.550048828125","184800"
"13/12/2019","2023","2076.449951171875","2007.4000244140625","2071.699951171875","197206"
"12/12/2019","2047","2083.35009765625","1983.8499755859375","2016.75","192895"
"11/12/2019","2021.050048828125","2047","2007.949951171875","2041.199951171875","239416"
"10/12/2019","2063.39990234375","2063.550048828125","2005","2012.5","148258"
"09/12/2019","2110","2128.14990234375","2054.050048828125","2060.699951171875","89534"
"06/12/2019","2130","2130","2101","2122.949951171875","184863"
"05/12/2019","2065","2126","2065","2121.5","251530"
"04/12/2019","2045","2081.85009765625","2045","2079","269706"
"03/12/2019","2025.0999755859375","2061.800048828125","2011","2050.39990234375","792810"
"02/12/2019","2060","2079","2017","2020.949951171875","191856"
"29/11/2019","2085","2085","2046","2052.699951171875","104712"
"28/11/2019","2069.800048828125","2093.949951171875","2061.300048828125","2077.35009765625","93915"
"27/11/2019","2048.14990234375","2071","2047.550048828125","2053.449951171875","97304"
"26/11/2019","2090","2097.89990234375","2036","2046.9000244140625","142885"
"25/11/2019","2082","2085.699951171875","2053.199951171875","2080.199951171875","126304"
"22/11/2019","2110","2110","2061","2070.550048828125","146157"
"21/11/2019","2110","2126.75","2108.14990234375","2117.050048828125","74769"
"20/11/2019","2116.10009765625","2135.800048828125","2095.10009765625","2108","76522"
"19/11/2019","2152","2153.949951171875","2105.10009765625","2108.300048828125","100949"
"18/11/2019","2187","2187.64990234375","2148.14990234375","2151.75","406587"
"15/11/2019","2199","2211","2168.550048828125","2174.800048828125","70965"
"14/11/2019","2181","2199.550048828125","2145.35009765625","2195.60009765625","106873"
"13/11/2019","2110.199951171875","2182","2110.199951171875","2178.550048828125","135698"
"11/11/2019","2144","2144","2091.300048828125","2099.699951171875","142808"
"08/11/2019","2185.5","2188.25","2124.75","2129.949951171875","110688"
"07/11/2019","2196.10009765625","2203.85009765625","2176.050048828125","2185.5","44386"
"06/11/2019","2201.60009765625","2210.800048828125","2178.949951171875","2188.39990234375","57283"
"05/11/2019","2192","2211.89990234375","2169.10009765625","2201.60009765625","58756"
"04/11/2019","2224.89990234375","2229.699951171875","2181.550048828125","2193.800048828125","134752"
"01/11/2019","2270","2274.199951171875","2195.5","2202.050048828125","109603"
"31/10/2019","2250","2285.5","2238","2270.199951171875","118046"
"30/10/2019","2217","2260","2176.75","2253.64990234375","152519"
